name  ,operation  ,dod  , age  ,unit  ,cod  
"Sammis, Capt. Benjamin W.",Iraqi Freedom,4/4/03,29,"Marine Light Attack Helicopter Squadron (HMLA) -267, Marine Aircraft Group 39, 3rd Marine Aircraft Wing, Camp Pendleton, Calif",helicopter accident
"Smith, Sgt. 1st Class Paul R.",Iraqi Freedom,4/4/03,33,"11th Engineer Battalion, Fort Stewart, Ga",hostile action
"Booker, Staff Sgt. Stevon A.",Iraqi Freedom,4/5/03,34,"B Company, 11th Engineer Battalion, Fort Stewart, GA",hostile action
"Brown, Spec. Larry K.",Iraqi Freedom,4/5/03,22,"C Company, 1st Battalion, 41st Infantry Regiment, Fort Riley, KS",hostile action
"Smith, 1st Sgt. Edward",Iraqi Freedom,4/5/03,38,"2nd Battalion, 5th Marine Regiment, 1st Marine Division, based at Camp Pendleton, CA",hostile action
"Huxley, Pfc. Gregory P.",Iraqi Freedom,4/6/03,19,"B Company, 11th Engineer Battalion, Fort Stewart, GA",hostile action
"Prewitt, Pvt. Kelley S.",Iraqi Freedom,4/6/03,24,"Headquarters and Headquarters Company, 2nd Battalion, 69th Armor Regiment, Fort Benning, GA",hostile action
"Aviles, Lance Cpl. Andrew Julian",Iraqi Freedom,4/7/03,18,"4th Assault Amphibian Battalion, 4th Marine Division, Tampa, FL",hostile action
"Das, Capt. Eric B.",Iraqi Freedom,4/7/03,30,"333rd Fighter Squadron, Seymour Johnson Air Force Base, NC",hostile action
"Garza Jr., Pfc. Juan Guadalupe",Iraqi Freedom,4/7/03,20,"1st Battalion, 4th Marine Regiment, 1st Marine Division, Camp Pendleton, Calif",hostile action
"Hollinsaid, Staff Sgt. Lincoln D.",Iraqi Freedom,4/7/03,27,"B Company, 11th Engineer Battalion, Fort Stewart, GA",hostile action
"Kaylor, 1st Lt. Jeffrey",Iraqi Freedom,4/7/03,24,"C Battery, 39th Field Artillery Battalion, Fort Stewart, GA",hostile action
"Medellin, Cpl. Jesus Martin Antonio",Iraqi Freedom,4/7/03,21,"3rd Assault Amphibian Battalion, 1st Marine Division, Camp Pendleton, CA",hostile action
"Miller, Pfc. Anthony S.",Iraqi Freedom,4/7/03,19,"Headquarters and Headquarters Company, 3rd Infantry Division, 2nd Brigade, Fort Stewart, GA",hostile action
"Mitchell, Spec. George A.",Iraqi Freedom,4/7/03,35,"Headquarters and Headquarters Company, 3rd Infantry Division, 2nd Brigade Combat Team, Fort Stewart, Ga",hostile action
"Watkins III, Maj. William R.",Iraqi Freedom,4/7/03,37,"333rd Fighter Squadron, Seymour Johnson Air Force Base, NC",airplane crash
"Brown, Cpl. Henry L.",Iraqi Freedom,4/8/03,22,"Headquarters and Headquarters Company, 1st Battalion, 64th Field Artillery Regiment, Fort Stewart, GA",hostile action
"Marshall, Sgt. 1st Class John W.",Iraqi Freedom,4/8/03,50,"3rd Battalion, 15th Infantry Regiment, 3rd Infantry Division, Ft. Stewart, GA",hostile action
"Meyer, Pfc. Jason M.",Iraqi Freedom,4/8/03,23,"B Company, 11th Engineer Battalion, Fort Stewart, GA",other-unknown
"Sather, Staff Sgt. Scott D..",Iraqi Freedom,4/8/03,29,"24th Special Tactics Squadron, Pope Air Force Base, N.C.",hostile action
"Stever, Staff Sgt. Robert A..",Iraqi Freedom,4/8/03,36,"Headquarters and Headquarters Company, 3rd Battalion, 15th Infantry Regiment, 3rd Infantry Division, Ft. Stewart, GA",hostile action
"Bohr Jr., Gunnery Sgt. Jeffrey E.",Iraqi Freedom,4/10/03,39,"1st Battalion, 5th Marine Regiment, Camp Pendleton, CA",hostile action
"Hemingway, Staff Sgt. Terry W.",Iraqi Freedom,4/10/03,39,"C Company, 1st Battalion, 15th Infantry Regiment, Ft. Benning, GA",IED
"Tejeda, Staff Sgt. Riayan A.",Iraqi Freedom,4/11/03,26,"3rd Battalion, 5th Marine Regiment, Camp Pendleton, CA",hostile action
"Gonzalez, Cpl. Jesus A.",Iraqi Freedom,4/12/03,22,"1st Tank Battalion, 1st Marine Division, Twentynine Palms, CA",hostile action
"Owens Jr., Lance Cpl. David Edward",Iraqi Freedom,4/12/03,20,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, Camp Pendleton, CA",hostile action
"Acevedo, Cmdr. Joseph",Iraqi Freedom,4/13/03,46,NAVSUPPACT BAHRAIN,non-combat
"Mercado, Spec. Gil",Iraqi Freedom,4/13/03,25,"3rd Battalion, 187th Infantry Regiment, Fort Campbell, KY",non-combat
"Brown, Pfc. John E.",Iraqi Freedom,4/14/03,21,"2nd Battalion, 44th Air Defense Artillery Regiment, Fort Campbell, KY",hostile action
"Foley III, Spec. Thomas A.",Iraqi Freedom,4/14/03,23,"2nd Battalion, 44th Air Defense Artillery Regiment, Fort Campbell, KY",hostile action
"Gonzalez, Cpl. Armando Ariel",Iraqi Freedom,4/14/03,25,"Marine Wing Support Squadron (MWSS)-273, Marine Wing Support Group (MWSG)-27, 2nd Marine Aircraft Wing, Marine Corps air Station, Beaufort, S.C.",vehicle accident
"Goward, Spec. Richard A.",Iraqi Freedom,4/14/03,32,"1460th Transportation Company, Midland, MI",vehicle accident
"Mayek, Pfc. Joseph P.",Iraqi Freedom,4/14/03,20,"C Company, 2nd Battalion, 6th Infantry Regiment, Smith Barracks, Germany",hostile action
"Mileo, Cpl. Jason David",Iraqi Freedom,4/14/03,20,"3rd Battalion, 4th Marine Regiment, 1st Marine Division, Twentynine Palms, CA",hostile action
"Rivero, Cpl. John T.",Iraqi Freedom,4/17/03,23,"C Company, 2nd Battalion, 124th Infantry Division, Eustis, FL",vehicle accident
"Arnold, Chief Warrant Officer Andrew Todd",Iraqi Freedom,4/22/03,30,"1st Battalion, 10th Marine Regiment, 2nd Marine Expeditionary Brigade, Camp Lejeune, N.C.",hostile action
"Buckley, Spec. Roy Russell",Iraqi Freedom,4/22/03,24,"685th Transportation Company, Hobart, IN",hostile action
"Channell Jr., Chief Warrant Officer Robert William",Iraqi Freedom,4/22/03,36,"1st Battalion, 10th Marine Regiment, 2nd Marine Expeditionary Brigade, Camp Lejeune, N.C.",hostile action
"Lam, Lance Cpl. Alan Dinh",Iraqi Freedom,4/22/03,19,"8th Communication Battalion, 2nd Marine Expeditionary Brigade, Camp Lejeune, N.C.",hostile action
"Jenkins, Sgt. Troy David",Iraqi Freedom,4/24/03,25,"B Company, 3rd Battalion, 187th Infantry Regiment, Fort Campbell, KY",hostile action
"Dennis, Pvt. Jerod R.",Enduring Freedom,4/25/03,19,"3rd Battalion, 504th Parachute Infantry Regiment, Ft. Bragg, NC",hostile action
"Losano, Airman 1st Class Raymond",Enduring Freedom,4/25/03,24,"14th Air Support Operation Squadron, Pope air Force Base, NC",hostile action
"Orozco, 1st Lt. Osbaldo",Iraqi Freedom,4/25/03,26,"C Company, 1st Battalion, 22nd Infantry Regiment, Fort Hood, Texas",vehicle accident
"Sullivan, Spec. Narson B.",Iraqi Freedom,4/25/03,21,"411th Military Police, Fort Hood, Texas",non-combat
"Garza, 1st Sgt. Joe J.",Iraqi Freedom,4/28/03,43,"1st Battalion, 30th Infantry Regiment, Fort Benning, Ga.",vehicle accident
"Givens, Pfc. Jesse A.",Iraqi Freedom,5/1/03,34,"2nd Squadron, 3rd Armored Cavalry Regiment, Fort Carson, CO",non-combat
"Reynolds, Sgt. Sean C..",Iraqi Freedom,5/3/03,25,74th Long-Range Surveillance,non-combat
"Deibler, Pvt. Jason L.",Iraqi Freedom,5/4/03,20,"1st Battalion, 6th Infantry Regiment, based at Smith Barracks, Baumholder, Germany",non-combat
"Rockhold, Pfc. Marlin T.",Iraqi Freedom,5/8/03,23,"3rd Battalion, 7th Infantry Regiment, 3rd Infantry Division (Mechanized), Fort Stewart, GA",hostile action
"Bruns, Lance Cpl. Cedric E.",Iraqi Freedom,5/9/03,22,"6th Engineer Support Battalion, 4th Force Service Support Group, Eugene, Ore",vehicle accident
"Carl, Cpl. Richard P.",Iraqi Freedom,5/9/03,26,"571st Air Medical Company, Fort Carson, Colo",helicopter accident
"Gukeisen, Chief Warrant Officer Hans N.",Iraqi Freedom,5/9/03,31,"571st Air Medical Company, Fort Carson, Colo",helicopter accident
"Van Dusen, Chief Warrant Officer Brian K.",Iraqi Freedom,5/9/03,39,"571st Air Medical Company, Fort Carson, Colo.",helicopter accident
"Smith, Lance Cpl. Matthew R.",Iraqi Freedom,5/10/03,20,"Detachment 1, Communications Company, Headquarters and Service Battalion, 4th Force Service Support Group, Peru, Ind",vehicle accident
"Kowalik, Cpl. Jakub Henryk",Iraqi Freedom,5/12/03,21,"1st Maintenance Battalion, 1st Force Service Support Group, based at Camp Pendleton, CA",non-combat
"Rodriguez, Pfc. Jose Franci Gonzalez",Iraqi Freedom,5/12/03,19,"1st Supply Battalion, 1st Force Service Support Group, based at Camp Pendleton, CA",non-combat
"Griffin Jr., Staff Sgt. Patrick Lee",Iraqi Freedom,5/13/03,31,"728th Air Control Squadron, Eglin Air Force Base, FL",hostile action
"Kleiboeker, Lance Cpl. Nicholas B.",Iraqi Freedom,5/13/03,19,"2nd Combat Engineer Battalion, 2nd Marine Division, based at Camp Lejeune, N.C",other-unknown
"Nutt, Spec. David T.",Iraqi Freedom,5/14/03,22,"494th Transportation Company, Ft. Campbell, KY",vehicle accident
"Payne, Master Sgt. William L.",Iraqi Freedom,5/16/03,46,"2nd Battalion, 70th Armor Regiment, Fort Riley, Kan",non-combat
"Taylor, Sgt. 1st Class John E.",Enduring Freedom,5/17/03,31,"1st Battalion, 3rd Special Forces Group, Ft. Bragg, NC",non-combat
"Marencoreyes, Cpl. Douglas Jose",Iraqi Freedom,5/18/03,28,"Light Armored Vehicle - Air Defense Battery, 4th Light Armored Reconnaissance Battalion, 4th Marine Division, Camp Pendleton, CA",vehicle accident
"Sahib, Spec. Rasheed",Iraqi Freedom,5/18/03,22,"20th Field Artillery Regiment, 4th Infantry Division, Fort Hood, Texas",non-combat
"Baragona, Lt. Col. Dominic R.",Iraqi Freedom,5/19/03,42,"19th Maintenance Battalion, Fort Sill, OK",vehicle accident
"La Mont, Capt. Andrew David",Iraqi Freedom,5/19/03,31,"Marine Medium Helicopter Squadron - 364, Marine Aircraft Group 39, 3rd Marine Aircraft Wing, Camp Pendleton, CA",helicopter accident
"Moore, Lance Cpl. Jason William",Iraqi Freedom,5/19/03,21,"Marine Medium Helicopter Squadron - 364, Marine Aircraft Group 39, 3rd Marine Aircraft Wing, Camp Pendleton, CA",helicopter accident
"Ryan, 1st Lt. Timothy Louis",Iraqi Freedom,5/19/03,30,"Marine Medium Helicopter Squadron - 364, Marine Aircraft Group 39, 3rd Marine Aircraft Wing, Camp Pendleton, CA",helicopter accident
"Straseskie, Sgt. Kirk Allen",Iraqi Freedom,5/19/03,23,"1st Battalion, 4th Marine Regiment, Camp Pendleton, CA",helicopter accident
"White, Staff Sgt. Aaron Dean",Iraqi Freedom,5/19/03,27,"Marine Medium Helicopter Squadron - 364, Marine Aircraft Group 39, 3rd Marine Aircraft Wing, Camp Pendleton, CA",helicopter accident
"Caldwell, Spec. Nathaniel A..",Iraqi Freedom,5/21/03,27,"404th Air Support Battalion, 4th Infantry Division, Fort Hood, Texas",vehicle accident
"Evans, Pvt. David",Iraqi Freedom,5/25/03,18,"977th Military Police Company, Fort Riley, Kan",hostile action
"Mitchell, Sgt. Keman L.",Iraqi Freedom,5/26/03,24,"Company C, 4th Engineer Battalion, Fort Carson, CO",non-combat
"Nalley, Pvt. Kenneth A.",Iraqi Freedom,5/26/03,19,"501st Military Police Company, Wiesbaden, Germany",vehicle accident
"Petriken, Staff Sgt. Brett J.",Iraqi Freedom,5/26/03,30,"501st Military Police Company, Wiesbaden, Germany",vehicle accident
"Schram, Maj. Mathew E.",Iraqi Freedom,5/26/03,36,"HHT Support Squadron 3rd ACR, Fort Carson, Colo",hostile action
"Smith, Pfc. Jeremiah D.",Iraqi Freedom,5/26/03,25,"1st Battalion, 34th Armor Regiment, Fort Riley, KS",hostile action
"Broomhead, Sgt. Thomas F.",Iraqi Freedom,5/27/03,34,"2nd Squadron, 3rd Armor Cavalry Regiment, Fort Carson, CO",hostile action
"Quinn, Staff Sgt. Michael B.",Iraqi Freedom,5/27/03,37,"2nd Squadron, 3rd Armor Cavalry Regiment, Fort Carson, CO",hostile action
"Bradley, Staff Sgt. Kenneth R.",Iraqi Freedom,5/28/03,39,"588th Engineer Battalion, Fort Hood, TX",non-combat
"Perez III, Spec. Jose A.",Iraqi Freedom,5/28/03,22,"6th Battalion, 27th FieldArtillery Regiment, Fort Sill, Okla.",hostile action
"Gleason, Spec. Michael T.",Iraqi Freedom,5/30/03,25,"519th Military Intelligence Battalion, Fort Bragg, NC",vehicle accident
"Griffin, Spec. Kyle A.",Iraqi Freedom,5/30/03,20,"519th Military Intelligence Battalion, Fort Bragg, NC",vehicle accident
"Long, Spec. Zachariah W.",Iraqi Freedom,5/30/03,20,"519th Military Intelligence Battalion, Fort Bragg, NC",vehicle accident
"Lambert, Sgt. Jonathan W.",Iraqi Freedom,6/1/03,28,"Headquarters Battalion, 1st Marine Division, Camp Pendleton, CA",vehicle accident
"Haro Marin Jr., Sgt. Atanasio",Iraqi Freedom,6/3/03,27,"Battery C, 3rd Battalion, 16th Field Artillery Regiment, Fort Hood, TX",hostile action
"Oberleitner, Pfc. Branden F.",Iraqi Freedom,6/5/03,20,"Company B, 2nd Battalion, 502nd Infantry Regiment, Fort Campbell, KY",hostile action
"Bollinger Jr., Petty Officer 3rd Class Doyle W.",Iraqi Freedom,6/6/03,21,"Naval Mobile Construction Battalion 133, Gulfport, MS",non-combat
"Burkhardt, Sgt. Travis L.",Iraqi Freedom,6/6/03,26,"170th Military Police Company, Fort Lewis, Wash",vehicle accident
"Michaud, Capt. Seth R.",Enduring Freedom,6/6/03,27,"Marine Heavy Helicopter Squadron-461, based at New River Marine Corps Air Station in NC",hostile action
"Sisung, Petty Officer 3rd Class David",Iraqi Freedom,6/6/03,21,"USS Nimitz, home ported in San Diego, CA",non-combat
"Halling, Pvt. Jesse M.",Iraqi Freedom,6/7/03,19,"401st Military Police Company, Fort Hood, Texas",hostile action
"Dooley, Sgt. Micheal E.",Iraqi Freedom,6/8/03,23,"1st Squadron, 3rd Armor Cavalry Regiment, Fort Carson, Colo",hostile action
"Neighbor, Pfc. Gavin L.",Iraqi Freedom,6/10/03,20,"Company C, 3rd Battalion, 325th Infantry Regiment, 82nd Airborne Division, Fort Bragg, N.C",hostile action
"Klinesmith Jr., Spec. John K.",Iraqi Freedom,6/12/03,25,"Company C, 2nd Battalion, 14th Infantry Regiment, 10th Mountain Division, Fort Drum, NY",non-combat
"Pokorny, Staff Sgt. Andrew R.",Iraqi Freedom,6/13/03,30,"3rd Air Defense Artillery, 3rd Armor Cavalry Regiment, Fort Carson, CO",vehicle accident
"Cox, Pfc. Ryan R.",Iraqi Freedom,6/15/03,19,"1st Battalion, 7th Marine Regiment, 1st Marine Division, Marine Corps Air-Ground Combat Center, Twentynine Palms, CA",non-combat
"Pahnke, Pvt. Shawn D.",Iraqi Freedom,6/16/03,25,"Company C, 1st Battalion, 37th Armored Regiment, 1st Armored Division, Friedberg, Germany",hostile action
"Suell, Spec. Joseph D.",Iraqi Freedom,6/16/03,24,"Headquarters and Headquarters and Service Battery, 5th Battalion, 3rd Field Artillery Regiment, Fort Sill, Okla",non-combat
"Tosto, Sgt. Michael L.",Iraqi Freedom,6/17/03,24,"Company A, 1st Battalion, 35th Armored Regiment, 1st Armored Division, Smith Barracks, Germany",non-combat
"Deuel, Pfc. Michael R.",Iraqi Freedom,6/18/03,21,"Company B, 2nd Battalion, 325th Infantry Regiment, 82nd Airborne Division, Fort Bragg, NC",hostile action
"Frantz, Pvt. Robert L.",Iraqi Freedom,6/18/03,19,"Company B, 1st Battalion, 36th Infantry Regiment, 1st Armored Division, Ray Barracks, Germany",hostile action
"Latham, Staff Sgt. William T.",Iraqi Freedom,6/18/03,29,"Troop E, 2nd Squadron, 3rd Armored Cavalry Regiment, Fort Carson, Colo",hostile action
"Nakamura, Spec. Paul T.",Iraqi Freedom,6/19/03,21,"437th Medical Company, based in Colorado Springs, CO",hostile action
"Smith, Spec. Orenthial J.",Iraqi Freedom,6/22/03,21,"Company A, 123rd Main Support Battalion, Dexheim, Germany",hostile action
"Lennon, Spec. Cedric L.",Iraqi Freedom,6/24/03,32,"Headquarters and Headquarters Troop, 2nd Armored Cavalry Regiment, Fort Polk, La",non-combat
"Chris, Spec. Andrew F.",Iraqi Freedom,6/25/03,25,"Company B, 3rd Battalion, 75th Ranger Regiment, Fort Benning, Ga",hostile action
"MacDonald, Lance Cpl. Gregory E.",Iraqi Freedom,6/25/03,29,"Bravo Company, 4th Light Armored Reconnaissance Battalion, Frederick, MD",vehicle accident
"Ott, Pfc. Kevin C.",Iraqi Freedom,6/25/03,27,"Battery B, 3rd Battalion, 18th Field Artillery Regiment, Fort Sill, OK",other-unknown
"Philippe, Sgt. 1st Class Gladimir",Iraqi Freedom,6/25/03,37,"Battery B, 3rd Battalion, 18th Field Artillery Regiment, Fort Sill, OK",hostile action
"Retzer, Petty Officer 1st Class Thomas E.",Enduring Freedom,6/25/03,30,"SEAL Team 2, Little Creek Naval Amphibious Base, Va.",hostile action
"Hubbell, Spec. Cory A.",Iraqi Freedom,6/26/03,20,"Company B, 46th Engineer Battalion, Fort Rucker, AL",non-combat
"McIntosh, Hospitalman Joshua",Iraqi Freedom,6/26/03,22,"Third Battalion, Seventh Marine Regiment, 29 Palms, CA",non-combat
"Orengo, Spec. Richard P.",Iraqi Freedom,6/26/03,32,"755th Military Police Company, Arecibo, Puerto Rico",hostile action
"Sotelo Jr., Cpl. Tomas",Iraqi Freedom,6/27/03,20,"Headquarters Troop, 2nd Armored Cavalry Regiment, Fort Polk, La",hostile action
"Conneway, Sgt. Timothy M.",Iraqi Freedom,6/28/03,22,"3rd Battalion, 75th Ranger Regiment, Fort Benning, Ga.",IED
"Feliciano Gutierrez, Spec. Kelvin E.",Enduring Freedom,6/28/03,21,"Headquarters Company, 3rd Battalion, 504th Parachute Infantry Regiment, Fort Bragg, NC",vehicle accident
"Coffin, 1st Sgt. Christopher D.",Iraqi Freedom,7/1/03,51,"352nd Civil Affairs Battalion, Riverdale, Md",vehicle accident
"Bradach-Nall, Cpl. Travis J.",Iraqi Freedom,7/2/03,21,"Combat Service Support Group 11, Camp Pendleton, CA",hostile action
"Herrgott, Pfc. Edward J.",Iraqi Freedom,7/3/03,20,"1-36th Infantry Regiment, 1st Armored Division, Wiesbaden, Germany",hostile action
"Small, Pfc. Corey L.",Iraqi Freedom,7/3/03,20,"502nd Military Intelligence Company, 2 ACR, Fort Polk, La.",non-combat
"Coons, Master Sgt. James Curtis",Iraqi Freedom,7/4/03,36,"385th Signal Company, 54th Signal Battalion, Kuwait City, Kuwait",non-combat
"Parson, Sgt. David B.",Iraqi Freedom,7/6/03,30,"1-37th Armored Battalion, 1st Armored Division, Friedburg, Germany",hostile action
"Wershow, Spec. Jeffrey M.",Iraqi Freedom,7/6/03,22,"2-124th Infantry, 1st Armored Division, Orlando, FL",hostile action
"Keith, Sgt. Chad L.",Iraqi Freedom,7/7/03,21,"2-325th Infantry, Company D, Fort Bragg, NC",IED
"Sanford, Staff Sgt. Barry",Iraqi Freedom,7/7/03,46,"Headquarters and Headquarters Company, 101st Support Group, Fort Campbell, KY",non-combat
"Boling, Sgt. 1st Class Craig A.",Iraqi Freedom,7/8/03,38,"Company C, 1-152nd Infantry, Tell City, IN",non-combat
"McKinley, Pvt. Robert L.",Iraqi Freedom,7/8/03,23,"Headquarters and Headquarters Company, 1-101st Air Assault, Fort Campbell, KY",non-combat
"Gabrielson, Sgt. 1st Class Dan H.",Iraqi Freedom,7/9/03,39,"652nd Engineer Company, Ellsworth, WI",hostile action
"Geiger, Sgt. Christopher P.",Enduring Freedom,7/9/03,38,"213th Area Support Group, Allentown, PA",non-combat
"Rowe, Sgt. Roger D.",Iraqi Freedom,7/9/03,54,"1174th Troop Command, in Columbia, Tenn",hostile action
"Tetrault, Lance Cpl. Jason Andrew",Iraqi Freedom,7/9/03,20,"7th Marine Regiment, 1st Marine Division, Twentynine Palms, Calif.",vehicle accident
"Valles, Sgt. Melissa",Iraqi Freedom,7/9/03,26,"B Company, 64th Forward Support Battalion, Fort Carson, CO",non-combat
"Schulz, Spec. Christian C.",Iraqi Freedom,7/11/03,20,"3rd Troop, 67th Armor Battalion, Fort Hood, Texas",non-combat
"Neusche, Spec. Joshua M.",Iraqi Freedom,7/12/03,20,"203rd Engineer Battalion, in Joplin, Mo",non-combat
"Cassidy, Capt. Paul J.",Iraqi Freedom,7/13/03,36,Cassidy was assigned to the 432nd Civil Affairs Battalion in Wis,non-combat
"Puello-Coronado, Sgt. Jaror C.",Iraqi Freedom,7/13/03,36,"Headquarters and Headquarters Company, 310th Military Police Battalion, in Uniondale, NY",vehicle accident
"Crockett, Sgt. Michael T.",Iraqi Freedom,7/14/03,27,"Headquarters and Headquarters Company, 3rd Battalion, 7th Infantry Regiment, Fort Stewart, Ga",hostile action
"Geurin, Lance Cpl. Cory Ryan",Iraqi Freedom,7/15/03,18,"1st Battalion, 7th Marine Regiment, 1st Marine Division, Twentynine Palms, CA",non-combat
"Torres, Spec. Ramon Reyes",Iraqi Freedom,7/16/03,29,"432nd Transportation Company, Ceiba, PR",hostile action
"Moreno, Petty Officer 3rd Class David J.",Iraqi Freedom,7/17/03,26,"Naval Medical Center San Diego, Fourth Marine Division Detachment",non-combat
"Whetstone, Sgt. Mason Douglas",Iraqi Freedom,7/17/03,30,"3rd Battalion, 58th aviation (Forward), Hanau, Germany",non-combat
"Bertoldie, Spec. Joel L.",Iraqi Freedom,7/18/03,20,"Headquarters, Headquarters Company, 4-64 armor Battalion, Fort Stewart, GA",IED
"Rozier, 2nd Lt. Jonathan D.",Iraqi Freedom,7/19/03,25,"B Company, 2-70th Armor Battalion, Fort Riley, KS (1st Armored Division)",hostile action
